Open,High,Low,Close,Volume
2625.326,2625.326,2607.018,2611.354,93117430
2608.919,2634.124,2603.927,2610.678,88618663
2599.715,2655.999,2597.597,2655.658,89580361
2681.253,2747.805,2677.994,2738.744,135759543
2755.026,2823.597,2755.026,2806.942,207535265
2795.764,2843.428,2782.341,2841.407,167428327
2842.138,2862.035,2826.221,2861.361,185281671
2881.552,2919.414,2864.519,2879.636,229461709
2863.738,2971.16,2858.216,2971.16,236568558
2985.462,3026.099,2944.715,2955.227,263316938
2949.63,3002.371,2931.91,3001.853,170667828
2947.511,3041.151,2942.505,3003.951,207804424
3009.225,3018.244,2958.546,2983.533,161436141
2976.754,2997.624,2954.619,2975.043,147079881
2979.706,3051.539,2959.298,3051.419,192114243
3065.844,3073.384,3017.818,3041.543,198778908
3031.645,3056.399,2988.871,2997.048,176268280
2989.29,3007.013,2969.304,2992.579,143537933
2993.296,2996.774,2955.48,2978.835,147109754
2986.886,3054.05,2986.886,3054.021,186243180
3061.631,3089.568,3029.324,3045.434,224947283
3044.022,3069.066,3017.098,3030.988,189848032
3035.366,3087.421,3035.366,3086.939,176857096
3129.87,3142.589,3105.921,3129.497,211955803
3140.395,3160.699,3124.091,3159.512,205417960
3159.019,3159.019,3110.343,3135,192455746
3120.44,3124.256,3093.878,3115.356,185052423
3108.511,3186.72,3102.774,3147.744,210274743
3121.922,3150.146,2975.163,2985.435,233084958
2984.872,3016.131,2939.68,3014.413,153152448
3007.643,3007.643,2885.753,2894.538,171089373
2852.478,2891.052,2824.121,2838.857,123780261
2855.605,2873.696,2827.179,2865.452,102226182
2879.655,2888.75,2806.644,2888.566,123778460
2861.606,2904.97,2852.774,2884.371,127117716
2872.172,2872.172,2791.584,2828.282,116311956
2794.864,2861.485,2794.864,2859.936,116156238
2875.858,2901.675,2856.962,2898.261,131608453
2890.287,2894.421,2851.957,2871.698,110866191
2861.149,2878.827,2841.795,2866.356,102452542
2863.412,2881.16,2758.924,2820.181,139324863
2810.543,2834.199,2795.811,2823.449,81263296
2860.464,2870.806,2841.473,2843.607,104195755
2846.725,2853.401,2822.743,2842.431,83521010
2850.382,2871.407,2831.697,2857.178,89773055
2843.767,2884.53,2809.11,2875.861,86785497
2868.733,2880.558,2843.94,2848.546,86707379
2837.615,2854.7,2808.506,2810.949,94622552
2798.736,2850.422,2792.522,2841.04,80496108
2850.325,2923.774,2847.658,2922.954,128878468
2928.3,2933.407,2912.42,2927.077,120944936
2927.264,2939.05,2905.649,2911.414,109462489
2908.865,2921.275,2891.858,2898.138,87606313
2896.77,2898.812,2881.004,2893.74,73677136
2901.47,2911.561,2804.556,2852.916,113755495
2857.589,2908.166,2846.633,2904.115,106825623
2910.731,2917.199,2867.049,2877.9,98325557
2874.202,2893.711,2849.836,2855.22,89002488
2841.346,2853.486,2813.496,2835.157,81216848
2842.807,2876.811,2774.538,2781.402,97807278
2768.031,2775.149,2730.407,2732.99,84332632
2735.476,2753.025,2721.479,2751.527,63941278
